#	year	left	match	right	topic
31	1987	 you might save a few cents buying no-name disks ,	you	also risk losing a few months ' worth of data .	DATA PROCESSING, PERSONAL COMP
32	1987	Pennsylvania bonds , Mr. Heilman acknowledged that	he	was taking a risk that interest rates might be hig	GOVERNMENT BONDS
33	1987	If you tighten ,	you	risk a depression . '' '	STOCKS AND BONDS, INVESTMENT S
34	1987		You	run real risks in making the intrusions that drill	OIL (PETROLEUM) AND GASOLINE, 
35	1987	e doubts will cease as he becomes more outspoken ,	he	then runs the risk of stumbling into other problem	PRESIDENTIAL ELECTION OF 1988,
36	1987	ch they had no experience nor any qualifications ,	you	risk damage to substance , '' he said of the Reaga	PRESIDENTIAL ELECTION OF 1988,
37	1987	After all ,	he	took a real risk : '' there were already tank move	BOOK REVIEWS
38	1987	 doubt about it , if you get so close to a country	you	run the risk of blackmail , '' an Administration o	UNITED STATES INTERNATIONAL RE
39	1987	`	You	Take the Risk ' The Kramans in Brooklyn say they w	IMMIGRATION AND EMIGRATION, FI
40	1987	But	you	take the risk . ''	IMMIGRATION AND EMIGRATION, FI
41	1987	ve he would not be found out , no matter the risks	he	took .	MENTAL HEALTH AND DISORDERS, P
42	1987	eared in the Bronx courtroom at 3:05 P.M. and said	he	risked paralysis if he failed to undergo immediate	TRANSIT SYSTEMS, TRIALS, FRAUD
43	1987	e or more carriers in the Arabian Sea , or even if	you	take additional risk , in the Gulf itself .	UNITED STATES ARMAMENT AND DEF
44	1987	Mr. Koch said he had rejected the proposal because	he	could not risk the city 's money and because he co	RELOCATION OF BUSINESS, TELEVI
45	1987	Documents indicate that	he	risked the jail term by challenging Mr. Walsh 's a	CONGRESSIONAL INVESTIGATIONS, 
46	1987	houlder had deteriorated in the last year and that	he	could risk permanent damage .	FOOTBALL
47	1987	If you double on any of their guys ,	you	run the risk of leaving someone wide open . ''	BASKETBALL, PLAYOFF GAMES
48	1987	e good at money management , which is knowing what	you	can risk ; know the odds and have a memory for the	POKER (CARD GAME)
49	1987	g on the assumption you can grow it successfully ,	you	're taking a risk , '' he said .	TELEVISION, STOCKS AND BONDS, 
50	1987	If a boxer keeps falling to kill time ,	he	runs a big risk of killing his chances for victory	ATHLETICS AND SPORTS
51	1987	asting Miss Schumacher in the Debussy '' Faun , ''	he	took a calculated risk .	DANCING, REVIEWS
52	1987		You	're taking enormous risks ; and for what purpose ?	ARMS CONTROL AND LIMITATION AN
53	1987	Did he ever tell his wife that	he	had risked their bank account that day ?	GOLF, BLACKS (IN US)
54	1987	But	he	, Mr. MacLeod and others run another risk if they 	ELECTIONS, FINANCES, DIRECT MA
55	1987	y long enough to bring the structure down safely ,	she	risks losing herself - separating permanently from	BOOK REVIEWS
56	1987	may make the wrong choice in an acting thing , and	he	sometimes takes enormous risks , but it 's always 	THEATER
57	1987	They must grow out of that tradition or	you	risk losing everything that reminds you of who you	MUSIC
58	1987	Ms. Janeway is above all a mediator ;	she	risks placing herself between the rebels and the a	BOOK REVIEWS
59	1987	ore than the courage and devotion of the soldier ,	he	risked and lost his life to show how a fearful pes	ACQUIRED IMMUNE DEFICIENCY SYN
60	1987		He	daily risked the possibility that balls would be d	BASEBALL, BLACKS (IN US)
61	1987	She claims that	she	does n't take risks - '' War photographers do that	PHOTOGRAPHY, NEWS PHOTOGRAPHY,
62	1987	He smiled at his joke , but the fact was also that	he	was running a risk in an attempt to win a game tha	BASEBALL, ALL STAR GAMES
63	1987	ought some of her relatives had guessed , but that	she	would not risk telling them .	ACQUIRED IMMUNE DEFICIENCY SYN
64	1987	The more you do , the more	you	risk malfunction .	ASTRONAUTICS, UNITED STATES AR
65	1987		You	took the risk , and it was a risk , that he would 	UNITED STATES INTERNATIONAL RE
66	1987	Yet if he runs ,	he	risks a coup by an army that has hated and feared 	POLITICS AND GOVERNMENT, ELECT
67	1987	 New York 's sports arenas for an hour or so , and	you	risk having beer come spilling out of the upper de	BASEBALL, BEER, ATHLETICS AND 
68	1987	Exaggerate his stance just a bit , though , and	you	risk getting a dull Ockham 's razor .	BOOKS AND LITERATURE
69	1987		He	runs the risk of smothering Crow 's free-wheeling 	SUSPENSIONS, DISMISSALS AND RE
70	1987	If	he	never risked going after the entire beast , but wa	BOOK REVIEWS
71	1987	But in making this the premise of the exhibition ,	she	risks alienating the casual observer .	ART, ART SHOWS, REVIEWS
72	1987	the nearest establishment , especially in London ,	you	run the risk that the inflated bill and bad cookin	TRAVEL AND VACATIONS, RESTAURA
73	1987		He	was n't taking much of a risk , since she had give	PHOTOGRAPHY
74	1987	Although he is not yet 20 , he understood that	he	was risking his own life and the lives of others ,	AIRLINES AND AIRPLANES
75	1987		She	even risked the symbolism of speaking from the muz	ECONOMIC CONDITIONS AND TRENDS
76	1987	utters by washing away debris with a garden hose ;	you	risk plugging the downspout and muddying nearby si	HOME REPAIRS, ROOFS
77	1987	When	you	take a big risk like that , you 're entitled to a 	MERGERS, ACQUISITIONS AND DIVE
78	1987	utters by washing away debris with a garden hose ;	you	risk plugging the downspout and muddying nearby si	HOME REPAIRS, ROOFS
79	1987	utters by washing away debris with a garden hose ;	you	risk plugging the downspout and muddying nearby si	HOME REPAIRS, ROOFS
80	1987	utters by washing away debris with a garden hose ;	you	risk plugging the downspout and muddying nearby si	HOME REPAIRS, ROOFS
81	1987		He	risked his own life , actually harming no one , to	AIRLINES AND AIRPLANES, ATOMIC
82	1987	And , they said , if he moves too quickly ,	he	risks damaging morale at an agency buffetted by bo	_
83	1987	Where	you	can take a risk is on the shirt and tie , '' says 	APPAREL
84	1987	One sometimes wished	he	would take a few more risks in his improvisations 	MUSIC, REVIEWS, JAZZ
85	1987	ork : If he stands by all his previous positions ,	he	risks rejection as being inflexible and as having 	_
86	1987	Otherwise , he said , ''	you	run the risk of generating enthusiasm and exciteme	EDUCATION AND SCHOOLS, TAX EXE
87	1987	But	he	took a big risk in sending Greg Adams , a talented	HOCKEY, ICE
88	1987	If	you	do n't take the risk , you 're never gon na get th	THEATER
89	1987	But	he	also takes admirable risks in describing the music	BOOK REVIEWS
90	1987	If he were to turn down the principal owner ,	he	would risk his Yankee contract that pays him throu	BASEBALL, COACHES AND MANAGERS
91	1987	the same as when you were under fire , except here	you	did n't risk your life - just all your assets . ''	STOCKS AND BONDS, STOCK PRICES
92	1987	rovocative acts against us , or anyone else , then	he	's running a great risk , because we 're going to 	STOCKS AND BONDS, TAXATION, FE
93	1987	 involved in the operation of the private sector ,	you	run certain risks .	ELECTIONS, COUNTY EXECUTIVES
94	1987	Are	you	risking enough capital ?	MENTAL HEALTH AND DISORDERS, P
95	1987	What 's happened is that	you	take out the risk you do n't want in your portfoli	STOCKS AND BONDS, STOCK PRICES
96	1987	ready to risk an Iranian victory in the war , then	you	could be risking the very existence of the state o	INTERNATIONAL RELATIONS, ISLAM
97	1987		He	also risked a second defeat for himself . ''	APPOINTMENTS AND EXECUTIVE CHA
98	1987	 be confident that you are on the right track , or	you	are risking the firm 's future . ''	STOCKS AND BONDS, BROKERS AND 
99	1987	a woman leaves the home , Ms. Greenblatt said , ''	she	risks losing everything - her children , her house	HISTORY
100	1987	poor score if other North-South collected 420 , so	he	took the risk of finessing the club nine .	BRIDGE (CARD GAME)
101	1987	 's Presidential or Vice-Presidential nomination ,	he	risked , at the relatively young age of 48 , dimin	ELECTIONS, PRESIDENTIAL ELECTI
102	1987	For the 40 percent return ,	you	take one bloody huge risk . ''	BRIDGES AND TUNNELS, STOCKS AN
103	1987	But now	he	is taking a big risk and I think if the Edwards pe	POLITICS AND GOVERNMENT, FINAN
104	1987	tist is beginning to show his age , and you decide	you	'd better not risk signing him for a season four y	OPERA
105	1987	If	you	do n't take any risks you 'll never get your hay i	_
106	1987		He	runs a big risk in the midst of a civil war that h	POLITICS AND GOVERNMENT, CIVIL
107	1987	If it is super-sharp ,	you	will run greater risk of slicing through the skin 	KNIVES
108	1987	on a disk or belt sander or a grinding wheel , but	you	run the risk of removing the steel 's temper .	KNIVES
109	1987	In fact , in some ways	you	risk complicating the organization by layering on 	BUDGETS AND BUDGETING, CABINET
110	1987	 thousands on a personality machine , or if you do	you	're not risking said machine in the station parkin	AUTOMOBILES, USED CARS
111	1987		You	do run the risk , if you pick one and characterize	ATOMIC ENERGY, NUCLEAR WASTES
112	1987	 : '' When a man becomes too flagrant a criminal ,	he	risks attracting the attention of the police .	BOOK REVIEWS
113	1988		He	has risked antagonizing conservative educators wit	APPOINTMENTS AND EXECUTIVE CHA
114	1988	Frolik warned that by following such a course , ''	you	are taking a substantial risk . ''	FINANCES, PERSONAL, CHILDREN A
115	1988	' fanciful romance , '' as he called it - in which	he	risked daring predictions about life at the end of	BOOKS AND LITERATURE
116	1988	 if he had n't gotten the virus from Jewel Lyles ,	he	was still running a significant risk of getting it	ACQUIRED IMMUNE DEFICIENCY SYN
117	1988		You	risked your lives for America .	PRESIDENTIAL ELECTION OF 1988
118	1988	Tubbs has already been advised by King that	he	risks losing his title shot if he is not deemed in	BOXING
119	1988	Wright responded eagerly , but	he	was taking an enormous risk , given White House st	UNITED STATES POLITICS AND GOV
120	1988	uilders , said Mr. Pierce '' is a survivor because	he	never took any risks . ''	UNITED STATES POLITICS AND GOV
121	1988		He	therefore risked 20 ... R-K1 , with the point that	CHESS
122	1988	s quo.He is asked if he worries that at some point	he	risks coming across as a wild prophet who is too f	PRESIDENTIAL ELECTION OF 1988,
123	1988	Laboratory work pays more and	you	do n't run risks like getting malaria or hepatitis	FISH AND OTHER MARINE LIFE, EN
124	1988	tano can beat Orser in Calgary without it and thus	he	will not risk it there .	OLYMPIC GAMES (1988), WINTER G
125	1988	Now	he	risks being run out of town .	TRAVEL AND VACATIONS, CULTURE
126	1988	But since	he	takes risks his stories vary in quality . ''	BOOK REVIEWS
127	1988		You	also run the risk of a public confidence crisis is	BANKS AND BANKING
128	1988		You	're risking walking malpractice to have Abrams con	SEX CRIMES, BLACKS (IN US)
129	1988	Yet while	he	takes big risks , friends said , Mr. Mulheren has 	MERGERS, ACQUISITIONS AND DIVE
130	1988	e n't reached 90 yet , darling , '' she said -RRB-	she	is taking still another risk , gambling that two m	THEATER
131	1988	ways been easy to convince his fellow Moslems that	he	should take such risks as meeting with Jewish lead	RELIGION AND CHURCHES, AWARDS,
132	1988	Mr. Traube concedes that	he	took a calculated risk last November in changing t	PUBLICATIONS, ADVERTISING, NAM
133	1988	aracters , the members of a dysfunctional family ,	he	has taken a considerable risk .	BOOK REVIEWS
134	1988	uced by drink ; gradually it drags him under , and	he	risks losing love , job , friends .	BOOK REVIEWS
135	1988	Indeed , in an earlier age	she	would have risked standing trial as a witch .	BOOK REVIEWS
136	1988	The Risks	He	Took Mr. Cohen began to court risk with a series o	TELEVISION, APPOINTMENTS AND E
137	1988	After a certain point	you	risk discriminating against people seeking housing	HOUSING, SUITS AND LITIGATION,
138	1988	I wish	she	'd risked that pain more often . ''	BOOK REVIEWS
139	1988	In the end	you	risk nonpayment to the World Bank . ''	CREDIT, THIRD WORLD AND DEVELO
140	1988	If Mr. Swaggart returns ,	he	risks expulsion from the denomination , church off	ETHICS
141	1988	ndelibly identified with a director 's oeuvre that	he	risks typecasting .	MOTION PICTURES
142	1988	ce is bored , '' and he is the butt of a joke that	he	risks boring France into new spasms .	ELECTIONS
143	1988	He could pull the deal off , but	he	's risking everything he 's got , '' said Daniel R	MERGERS, ACQUISITIONS AND DIVE
144	1988		You	do n't risk kids ' lives by staging a deer hunt , 	ANIMALS, REPRODUCTION (BIOLOGI
145	1988	1:38 -RRB- ;	she	risked social censure to do God 's will .	_
146	1988	But Jamaicans say it is unlikely	he	will risk disrupting the tourist season , which ru	ELECTIONS, POLITICS AND GOVERN
147	1988	If you overconduct ,	you	risk losing the spirit . ''	MUSIC, CLASSICAL MUSIC
148	1988	atile immigration issue - but each time he does so	he	risks alienating centrist voters .	ELECTIONS, SOCIAL CONDITIONS A
149	1988	 by the sawing of the strings against each other ,	you	risk a broken string during play .	TENNIS, SPORTING GOODS
150	1988	ed so close to a woman wrestler from Canarsie that	he	risks committing involuntary adultery , he relearn	TRANSIT SYSTEMS, SUBWAYS
151	1988	sionists the world over ; and it was the last time	he	risked madness and physical collapse to fashion fr	MOTION PICTURES
152	1988	heir weekly staff meetings would be a time when ''	you	can take risks , you can make a mistake and it wo 	COLLEGES AND UNIVERSITIES, TEA
153	1988	But that 's no money , considering what	you	are risking to get this money . ''	CRIME AND CRIMINALS, YOUTH GAN
154	1988	If the County Executive signs the bill into law ,	he	risks alienating Suffolk 's powerful business comm	VIDEO DISPLAY TERMINALS, LABOR
155	1988	and hope that his partner will gain the lead , but	he	runs the risk that the position in the suit is thi	BRIDGE (CARD GAME)
156	1988		He	takes risks , which makes his improvisations gripp	MUSIC, CONCERTS AND RECITALS, 
157	1988	But it is clear that if he pushes too hard ,	he	runs the risk of embarrassing Mikhail S. Gorbachev	UNITED STATES INTERNATIONAL RE
158	1988	Her doctors , who feared that without surgery	she	risked permanent nerve damage or paralysis , said 	PRESIDENTIAL ELECTION OF 1988,
159	1988		She	takes a risk in amplifying her acting and mostly s	DANCING, REVIEWS, ACCIDENTS AN
160	1988	Unless the President moves quickly , however ,	he	risks more than delay .	ARMS CONTROL AND LIMITATION AN
161	1988	We are appalled that	he	would risk so much that is of importance to the re	PALESTINIANS, JEWS, ISRAELI SE
162	1988	With a bogey 5 there ,	he	now must risk an 18-hole playoff today with Nick F	GOLF
163	1988		You	can run the risk of an unknown combination of medi	DRUGS AND DRUG TRADE, MAIL ORD
164	1988	One wishes	she	had risked a bit more in this book , taking us und	BOOK REVIEWS
165	1988	 stay out of it , '' Darling said , explaining why	he	had risked injury by joining the melee . ''	BASEBALL
166	1988	to impose democracy on that impoverished country ,	he	has romantically risked America 's prestige in the	UNITED STATES INTERNATIONAL RE
167	1988	her party , who is likewise willing to do things ,	you	're running risks .	UNITED STATES ARMAMENT AND DEF
168	1988	ut to embark on a Presidential election campaign ,	he	risks alienating city officials here and a broad c	EDUCATION AND SCHOOLS
169	1988	ons , where every ingredient is upfront and flat ,	he	risks looking just a little like many another coll	ART, REVIEWS, ART SHOWS
170	1988	If you replace the cabinets without permisssion ,	you	run the risk of being required to return the kitch	HOUSING, REAL ESTATE
171	1988	nsists on taking his shot from the path , then all	he	risks is damaging his clubhead , and perhaps his s	ATHLETICS AND SPORTS
172	1988	 Stratton was warned by doctors last Thursday that	he	should not risk the rigors of another campaign and	Terms not available
173	1988		He	risks dismissal - and prompts a police raid - by i	THEATER, REVIEWS
174	1988	They told him	he	was taking a great risk , '' Kersee said . ''	OLYMPIC GAMES (1988), SUMMER G
175	1988	His surgeons warned that	he	risked permanent damage if he competed here and fe	OLYMPIC GAMES (1988), TRACK AN
176	1988	If	you	're not taking risks , you 're just putting up a p	THEATER
177	1988	 for a change in the trade pact 's starting date ,	he	would be running the risk of the pact starting to 	ELECTIONS, INTERNATIONAL TRADE
178	1988	If Mr. Carlucci does not ,	he	risks giving the Democrats an additional campaign 	UNITED STATES ARMAMENT AND DEF
179	1988	On the other hand ,	he	has risked losing prestige among Armenians and amo	STRIKES, DEMONSTRATIONS AND RI
180	1988	roceed with caution because if you damage the tree	you	run risk of being sued by the owner .	HOUSING, REGULATION AND DEREGU
181	1988	r cholesterol or lowering her blood pressure , and	she	would n't run the risk of becoming an alcoholic . 	HEART, LIQUOR, ALCOHOL, LIPOPR
182	1988	If you get too practical , then	you	run the very real risk of becoming a trade school 	COLLEGES AND UNIVERSITIES, TEA
183	1988	ed , '' if the weather is so bad the captain feels	he	ca n't risk the trip ? ''	Terms not available
184	1988	The room risks absurdity , as	you	risked that again when you put your clothes on thi	BOOKS AND LITERATURE
185	1988	nbrenner is the principal owner of that business ;	he	should risk his own money to meet the needs of his	BASEBALL
186	1988	f ; second , you acknowledge sovereignty ; third ,	you	take risks that occasionally these governments wil	UNITED STATES INTERNATIONAL RE
187	1988	e second told him there would be no way to know if	he	risked more problems without lifting .	OLYMPIC GAMES (1988), BIOGRAPH
188	1988	Had he not enlisted in the Guard ,	he	would have risked being drafted into two years ' i	VIETNAM WAR, ELECTION ISSUES, 
189	1988	If you break into line ,	you	risk severe verbal abuse or causing a chain reacti	ART, MUSEUMS
190	1988	y the greenhouse effect was here , Dr. Hansen knew	he	was risking his reputation as a cautious and caref	AIR POLLUTION, GREENHOUSE EFFE
191	1988	duced some interesting sounds and rhythms , though	he	does n't take many risks or go far enough in his e	DANCING, REVIEWS
192	1988	not something I would recommend to other writers ;	you	're always taking a risk .	BOOKS AND LITERATURE
193	1988		She	took a lot of risks in the beginning , but that is	TENNIS
194	1988		He	took a big risk , because this was not the same as	POLITICS AND GOVERNMENT, ECONO
195	1988	dly became upset when he was told by Piniella that	he	risked losing the option year on his contract if h	NEWS AND NEWS MEDIA
196	1988	, itself a creation , is so readily recognizable ,	he	runs a greater risk of being heard as a self-imita	MUSIC
197	1988	If so ,	he	'll then risk undercutting this mainstream success	MOTION PICTURES, SPECIAL SECTI
198	1988	At the news conference , Mr. Nathan said	he	had already risked a jail sentence by talking to M	PALESTINIANS
199	1988	ay after being advised by an team orthopedist that	he	was risking further damage .	HOCKEY, ICE, HEALTH, PERSONAL
200	1988	edekhauri would come at him quickly today and that	he	could not risk falling behind .	OLYMPIC GAMES (1988), WRESTLIN
201	1988	ained in the game defensively despite concern that	he	might risk further injury .	BASEBALL
202	1988	t get into the business of doing early diagnosis ,	you	run the risk of not getting the referrals that wil	_
203	1988	What does	he	risk in exposing such needs ?	ACQUIRED IMMUNE DEFICIENCY SYN
204	1988		You	've risked everything !	BOOK REVIEWS
205	1988	 if Mr. Dukakis leans too much toward free trade ,	he	could risk losing the labor support that had gone 	INTERNATIONAL TRADE AND WORLD 
206	1988	Oakland runner became an active part of the play ,	he	risked being called out on at least two grounds : 	ATHLETICS AND SPORTS
207	1988	Katheryn 's career , which hangs in the balance as	she	risks everything to prosecute this case , becomes 	MOTION PICTURES
208	1988	u can keep track of who has been sent a card , and	you	do n't run the risk of losing the address book .	Terms not available
209	1988	Mr. Hove said	he	would have risked jail himself if he had signed th	MEDICINE AND HEALTH, DOCTORS
210	1988	Mrs. Gies will recount the story of how	she	risked her life during World War II by hiding two 	NAZI ERA, CHILDREN AND YOUTH, 
211	1988	What	she	risks losing because of the man with whom she fall	MOTION PICTURES
212	1988	prising with full and vengeful force and no hope ,	he	risks tearing his divided nation apart - Arab from	EDITORIALS, DEMONSTRATIONS AND
213	1988	He knew	he	was risking it , '' Mr. Ascher said . ''	ROBBERIES AND THEFTS, GOOD SAM
214	1988	s of broken bones and countless lacerations , that	she	risked death from possible blood poisoning and a l	FOOTBALL
215	1988	But if it 's linked ,	you	run the risk of penetration . '' ''	DATA PROCESSING (COMPUTERS), U
216	1988		He	would not be risking his House seat , but defeat c	ELECTIONS
217	1988	s irked by the insistence of those around her that	she	has taken an unnecessary risk .	BOOK REVIEWS
218	1988	 the blessing of Gorbachev and is immune , or else	he	's really taking a risk . ''	ASTRONAUTICS, SPACE SHUTTLE
219	1988		He	was risking the absence of two important players i	FOOTBALL, COACHES AND MANAGERS
220	1988	d earlier this month , he told the court , he knew	he	was risking not only his personal safety but '' ex	DRUG TRAFFIC, SENTENCES (CRIMI
221	1988		You	would n't take such a risk with American molecular	PHYSICS, NEW MODELS, DESIGN AN
222	1988	rrowly based right-wing and religious government ,	he	risks alienating American Jews , who are a critica	POLITICS AND GOVERNMENT
223	1988	hat the need for economic reform is so urgent that	he	must risk displeasing the military .	EDITORIALS, ARMAMENT, DEFENSE 
224	1988		He	risks nothing , however , by taking the global sta	EDITORIALS, ARMAMENT, DEFENSE 
225	1988		He	or she runs the risk of not knowing what heading t	AIRLINES AND AIRPLANES, NEW MO
226	1988	dealers and collectors against the wall , but then	he	would have run the risk of permanently alienating 	ART, PRICES
227	1988	ent , which has been widely reported as imminent ,	he	risks alienating an important political force .	UNITED STATES POLITICS AND GOV
228	1988	, on the basis of the building 's recent history ,	he	wo n't run much risk of getting burned .	HEATING, HOUSING, APARTMENT HO
229	1988	On more routine days	he	risked artillery fire , snipers and car bombs to c	BOOK REVIEWS
230	1988	If you use a family name ,	you	run the risk that others with the same name may en	SUITS AND LITIGATION, TRIALS, 
231	1989	Would	you	risk losing it to attack a $ 10 million bridge ?	AIRLINES AND AIRPLANES, EDITOR
232	1989		He	had risked death more often than most human beings	BOOK REVIEWS
233	1989	ned a muscle by overexertion and continue to use ,	you	may run a greater risk of injury .	EXERCISE, MUSCLES
234	1989	If you smoke a pack of cigarettes a day ,	you	run 10 times the risk of lung cancer and twice the	TELEVISION, REVIEWS, CABLE TEL
235	1989	gh-brow concertgoer , '' he once remarked , '' yet	you	must n't run too great a risk of losing the casual	DEATHS
236	1989	n spoiling the next day by being so irritable that	you	risk a flareup with someone . ''	TRAVEL AND VACATIONS, STRESS (
237	1989	Even if	you	do n't take the health risks and economic costs in	AIR POLLUTION, COAL
238	1989	a belief that your team is going to win the game ,	you	do n't take the risks or make the plays you might 	HOCKEY, ICE
239	1989	ersation Nixon just happened to mention that maybe	he	should n't risk jail , put his family through such	IRAN-CONTRA AFFAIR, DISCLOSURE
240	1989	more accessible and thus appearing more involved ,	he	runs the risk of having to take more of the blame 	POLITICS AND GOVERNMENT, UNITE
241	1989	nsumer product , if you make too dramatic a change	you	risk jeopardizing the business , '' Mr. Hoye said 	TOOTHBRUSHES AND TOOTHPASTE, B
242	1989	d so many traumatic injuries and broken bones that	she	risked death from possible blood poisoning and lac	MURDERS AND ATTEMPTED MURDERS,
243	1989		She	wo n't risk repeating any of that with our childre	EDUCATION AND SCHOOLS, SECTARI
244	1989	Even if his reversals are primarily tactical ,	he	risks outwitting himself .	CIVIL WAR AND GUERRILLA WARFAR
245	1989	Without it ,	he	risks buying plenty of special recognition - for o	ELECTIONS, MAYORS, FINANCES, E
246	1989	ause her coach , Bill Dillinger , recommended that	she	not risk a more serious injury .	TRACK AND FIELD, RECORDS AND A
247	1989	ledged that by insisting on legislative approval ,	he	was risking legislative inaction , which could lea	Terms not available
248	1989	If no one 's around and they move those boxes ,	she	'd be taking a big risk walking in good and bad we	POSTAL SERVICE, ROADS AND TRAF
249	1989	His beat , much of the time , is broad and round ;	he	risks occasional imprecision of entrances rather t	MUSIC, CONCERTS AND RECITALS, 
250	1989		He	takes risks , '' said an assistant .	APPAREL, SHOWS (EXHIBITS)
251	1989		You	run a lot more risks when you keep things quiet , 	EDUCATION AND SCHOOLS, TESTS A
252	1989	young man has volunteered to return to the country	he	risked his life to flee .	REFUGEES AND EXPATRIATES
253	1989	 're not strictly bound by that French tradition ,	you	can take more risks , you can combine elements .	ANIMALS, RESEARCH, CRUELTY TO 
254	1989	s a group of older Americans on the videotape , ''	you	run the risk of paying for overlapping and duplica	MEDICINE AND HEALTH, MEDICAID 
255	1989	But	he	took that risk when he decided to avoid the risk o	BASEBALL
256	1989	igs ' '' When you have a controlling shareholder ,	you	take a risk , '' Mr. Napper said . ''	PESTICIDES AND PESTS, FRUIT, V
257	1989	If you have too many competing viewpoints ,	you	run the risk of muddle . '' ''	UNITED STATES POLITICS AND GOV
258	1989	 woman , Carha J. Parrillo , violated his decree ,	she	risked being found guilty of a misdemeanor , jaile	CHILD CUSTODY AND SUPPORT, DEC
259	1989	You know	you	take the risk that somebody who has a problem will	HOCKEY, ICE, COCAINE, DRUG ADD
260	1989	While his concerns have merit ,	he	risks protesting too much .	POLITICS AND GOVERNMENT, EDITO
261	1989		He	took more risks , and he took over the 81-74 victo	BASKETBALL, COLLEGE ATHLETICS
262	1989	ll had pleaded guilty , even to a reduced charge ,	he	risked losing his principal 's job .	EDUCATION AND SCHOOLS, DRUG AD
263	1989		He	is running the risk of people saying that a vote f	BANKS AND BANKING, REGULATION 
264	1989	When a woman tries to move on to higher office ,	she	risks losing the advantages of her super-volunteer	WOMEN, ELECTIONS, LOCAL GOVERN
265	1989	Mr. Wei knew what	he	risked .	BOOK REVIEWS
266	1989	He added that	he	had never risked contracting AIDS through blood tr	ACQUIRED IMMUNE DEFICIENCY SYN
267	1989	ship to do the right thing on so humane a matter ,	he	risks turning the name '' leader '' into a mere ho	FINANCES, BUDGETS AND BUDGETIN
268	1989	She Realizes the Risk Zvereva said she realized	she	might risk the wrath of some Soviet sports officia	Terms not available
269	1989		He	risked a penalty when four spades might be unmakea	BRIDGE (CARD GAME)
270	1989	Trans World Airlines , has already made clear that	he	wo n't risk serious money on the enterprise .	MERGERS, ACQUISITIONS AND DIVE
271	1989	So	he	risks bankruptcy - idealism is pitted against comm	MOTION PICTURES, REVIEWS
272	1989	Otherwise	he	risks a certain stigma , known in the defense bar 	CRIME AND CRIMINALS, LAWYERS, 
273	1989	By raising the issue as a revenue option ,	you	risk putting it on the table .	HOUSING, MORTGAGES, TAX DEDUCT
